"","X.1","X","variable","label","type","has_value_labels","value_labels","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","scale_type","MainTheme","Subtheme","notes"
"69",68,66,"Q22.3","Televisoras locales","Escala 1-5",TRUE,"1=Mucha desconfianza;2=Algo de desconfianza;3=Algo de confianza;4=Mucha confianza;5=NS/NC","","Mucha desconfianza","Algo de desconfianza","Algo de confianza","Mucha confianza","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Trust in Institutions",NA
"70",69,67,"Q22.4","Iglesias","Escala 1-5",TRUE,"1=Mucha desconfianza;2=Algo de desconfianza;3=Algo de confianza;4=Mucha confianza;5=NS/NC;7= ","","Mucha desconfianza","Algo de desconfianza","Algo de confianza","Mucha confianza","NS/NC",""," ","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Trust in Institutions",NA
"71",70,68,"Q22.5","Maestros","Escala 1-5",TRUE,"1=Mucha desconfianza;2=Algo de desconfianza;3=Algo de confianza;4=Mucha confianza;5=NS/NC","","Mucha desconfianza","Algo de desconfianza","Algo de confianza","Mucha confianza","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Trust in Institutions",NA
"72",71,69,"Q22.6","Partidos políticos","Escala 1-5",TRUE,"1=Mucha desconfianza;2=Algo de desconfianza;3=Algo de confianza;4=Mucha confianza;5=NS/NC","","Mucha desconfianza","Algo de desconfianza","Algo de confianza","Mucha confianza","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Trust in Institutions",NA
"73",72,70,"Q22.7","Organizaciones ciudadanas (OSC's)","Escala 1-5",TRUE,"1=Mucha desconfianza;2=Algo de desconfianza;3=Algo de confianza;4=Mucha confianza;5=NS/NC","","Mucha desconfianza","Algo de desconfianza","Algo de confianza","Mucha confianza","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Trust in Institutions",NA
"74",73,71,"Q22.8","Universidades","Escala 1-5",TRUE,"1=Mucha desconfianza;2=Algo de desconfianza;3=Algo de confianza;4=Mucha confianza;5=NS/NC","","Mucha desconfianza","Algo de desconfianza","Algo de confianza","Mucha confianza","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Trust in Institutions",NA
"75",74,72,"Q22.9","Empresarios","Escala 1-5",TRUE,"1=Mucha desconfianza;2=Algo de desconfianza;3=Algo de confianza;4=Mucha confianza;5=NS/NC","","Mucha desconfianza","Algo de desconfianza","Algo de confianza","Mucha confianza","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Trust in Institutions",NA
"76",75,73,"Q22.10","Policía municipal","Escala 1-5",TRUE,"1=Mucha desconfianza;2=Algo de desconfianza;3=Algo de confianza;4=Mucha confianza;5=NS/NC","","Mucha desconfianza","Algo de desconfianza","Algo de confianza","Mucha confianza","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Trust in Institutions",NA
"77",76,74,"Q22.11","Tránsito municipal","Escala 1-5",TRUE,"1=Mucha desconfianza;2=Algo de desconfianza;3=Algo de confianza;4=Mucha confianza;5=NS/NC","","Mucha desconfianza","Algo de desconfianza","Algo de confianza","Mucha confianza","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Trust in Institutions",NA
"78",77,75,"Q22.12","Policía ministerial","Escala 1-5",TRUE,"1=Mucha desconfianza;2=Algo de desconfianza;3=Algo de confianza;4=Mucha confianza;5=NS/NC","","Mucha desconfianza","Algo de desconfianza","Algo de confianza","Mucha confianza","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Trust in Institutions",NA
"79",78,76,"Q22.13","Policía estatal","Escala 1-5",TRUE,"1=Mucha desconfianza;2=Algo de desconfianza;3=Algo de confianza;4=Mucha confianza;5=NS/NC","","Mucha desconfianza","Algo de desconfianza","Algo de confianza","Mucha confianza","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Trust in Institutions",NA
"80",79,77,"Q22.14","Ejército","Escala 1-5",TRUE,"1=Mucha desconfianza;2=Algo de desconfianza;3=Algo de confianza;4=Mucha confianza;5=NS/NC","","Mucha desconfianza","Algo de desconfianza","Algo de confianza","Mucha confianza","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Trust in Institutions",NA
"81",80,78,"Q22.15","Guardia nacional","Escala 1-5",TRUE,"1=Mucha desconfianza;2=Algo de desconfianza;3=Algo de confianza;4=Mucha confianza;5=NS/NC","","Mucha desconfianza","Algo de desconfianza","Algo de confianza","Mucha confianza","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Trust in Institutions",NA
"82",81,79,"Q22.16","Jueces o magistrados","Escala 1-5",TRUE,"1=Mucha desconfianza;2=Algo de desconfianza;3=Algo de confianza;4=Mucha confianza;5=NS/NC","","Mucha desconfianza","Algo de desconfianza","Algo de confianza","Mucha confianza","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Trust in Institutions",NA
"83",82,80,"Q22.17","Presidente municipal(Cruz Pérez Cuellar)","Escala 1-5",TRUE,"1=Mucha desconfianza;2=Algo de desconfianza;3=Algo de confianza;4=Mucha confianza;5=NS/NC","","Mucha desconfianza","Algo de desconfianza","Algo de confianza","Mucha confianza","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Trust in Institutions",NA
"84",83,81,"Q22.18","Regidores","Escala 1-5",TRUE,"1=Mucha desconfianza;2=Algo de desconfianza;3=Algo de confianza;4=Mucha confianza;5=NS/NC","","Mucha desconfianza","Algo de desconfianza","Algo de confianza","Mucha confianza","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Trust in Institutions",NA
"85",84,82,"Q22.19","Síndico/a","Escala 1-5",TRUE,"1=Mucha desconfianza;2=Algo de desconfianza;3=Algo de confianza;4=Mucha confianza;5=NS/NC","","Mucha desconfianza","Algo de desconfianza","Algo de confianza","Mucha confianza","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Trust in Institutions",NA
"86",85,83,"Q22.20","Funcionarios del gobierno municipal","Escala 1-5",TRUE,"1=Mucha desconfianza;2=Algo de desconfianza;3=Algo de confianza;4=Mucha confianza;5=NS/NC","","Mucha desconfianza","Algo de desconfianza","Algo de confianza","Mucha confianza","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Trust in Institutions",NA
"87",86,84,"Q22.21","Gobernador/a (Maru Campos)","Escala 1-5",TRUE,"1=Mucha desconfianza;2=Algo de desconfianza;3=Algo de confianza;4=Mucha confianza;5=NS/NC","","Mucha desconfianza","Algo de desconfianza","Algo de confianza","Mucha confianza","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Trust in Institutions",NA
"88",87,85,"Q22.22","Funcionarios del gobierno del estado","Escala 1-5",TRUE,"1=Mucha desconfianza;2=Algo de desconfianza;3=Algo de confianza;4=Mucha confianza;5=NS/NC","","Mucha desconfianza","Algo de desconfianza","Algo de confianza","Mucha confianza","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Trust in Institutions",NA
"89",88,86,"Q22.23","Presidente de la república (Claudia Sheinbaum)","Escala 1-5",TRUE,"1=Mucha desconfianza;2=Algo de desconfianza;3=Algo de confianza;4=Mucha confianza;5=NS/NC","","Mucha desconfianza","Algo de desconfianza","Algo de confianza","Mucha confianza","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Trust in Institutions",NA
"90",89,87,"Q22.24","Funcionarios del gobierno federal","Escala 1-5",TRUE,"1=Mucha desconfianza;2=Algo de desconfianza;3=Algo de confianza;4=Mucha confianza;5=NS/NC","","Mucha desconfianza","Algo de desconfianza","Algo de confianza","Mucha confianza","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Trust in Institutions",NA
"91",90,88,"Q23","Durante 2024, ¿realizo algun tramite ante el gobierno municipal? (PREDIAL, LICENCIA DE FUNCIONAMIENTO, USO DE SUELO, CARTA DE RESIDENCIA, PAGO DE MULTAS, ESTACIONÓMETROS, SERVICIOS PÚBLICOS, PERMISO DE CONSTRUCCIÓN, OTRO TRÁMITE MUNICIPAL)","Escala 1-2",TRUE,"1=Sí realizó por lo menos 1 trámite ante gobierno municipal;2=No realizó trámites municipales","","Sí realizó por lo menos 1 trámite ante gobierno municipal","No realizó trámites municipales","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"92",91,89,"Q24","Durante el 2024, Cuantos tramites ante el Gobierno MUNICIPAL hizo durante este tiempo?","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"93",92,90,"Q25","Durante 2024, ¿realizó trámite de PREDIAL?","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántos trámites","","No","Sí, especifique cuántos trámites","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"94",93,91,"Q25.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"95",94,92,"Q26","Durante 2024, ¿dio mordida o soborno para realizar el trámite? PREDIAL","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces dio mordida","","No","Sí, especifique cuántas veces dio mordida","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"96",95,93,"Q26.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"97",96,94,"Q27","En total, Cuanto dinero dio en sobornos por PREDIAL","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"98",97,95,"Q28","Durante 2024, ¿realizó trámite de LICENCIA DE FUNCIONAMIENTO?"," Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántos trámites:","","No","Sí, especifique cuántos trámites:","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"99",98,96,"Q28.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"100",99,97,"Q29","Durante 2024, ¿dio mordida o soborno para realizar el trámite? LICENCIA DE FUNCIONAMIENTO","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces dio mordida:","","No","Sí, especifique cuántas veces dio mordida:","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"101",100,98,"Q29.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"102",101,99,"Q30","En total, cuanto dinero dio en sobornos por LICENCIA DE FUNCIONAMIENTO","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"103",102,100,"Q31","Durante 2024, Realizó trámite de USO DE SUELO?","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántos trámites:","","No","Sí, especifique cuántos trámites:","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"104",103,101,"Q31.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"105",104,102,"Q32","Durante 2024, dio mordida o soborno para realizar el trámite? USO DE SUELO","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces dio mordida","","No","Sí, especifique cuántas veces dio mordida","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"106",105,103,"Q32.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"107",106,104,"Q33","En total, cuanto dinero dio en soborno por USO DE SUELO","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Necesita Clasificacion","Governance & Civic Engagement","Public Integrity",NA
"108",107,105,"Q34","Durante 2024, ¿realizó trámite de CARTA DE RESIDENCIA?","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántos trámites","","No","Sí, especifique cuántos trámites","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"109",108,106,"Q34.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"110",109,107,"Q35","Durante 2024, ¿dio mordida o soborno para realizar el trámite? CARTA DE RESIDENCIA","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces dio mordida","","No","Sí, especifique cuántas veces dio mordida","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"111",110,108,"Q35.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"112",111,109,"Q36","En total, cuanto dinero dio en sobornos CARTA DE RESIDENCIA","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"113",112,110,"Q37","Durante 2024, ¿realizó trámite de PAGO DE MULTAS?","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántos trámites","","No","Sí, especifique cuántos trámites","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"114",113,111,"Q37.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"115",114,112,"Q38","Durante 2024, ¿dio mordida o soborno para realizar el trámite? PAGO DE MULTAS","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces dio mordida","","No","Sí, especifique cuántas veces dio mordida","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"116",115,113,"Q38.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"117",116,114,"Q39","En total, cuanto dinero dio en sobornos por PAGO DE MULTAS","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"118",117,115,"Q40","Durante 2024, ¿realizó trámite de ESTACIONÓMETROS?","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántos trámites","","No","Sí, especifique cuántos trámites","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"119",118,116,"Q40.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"120",119,117,"Q41","Durante 2024, ¿dio mordida o soborno para realizar el trámite? ESTACIONÓMETROS","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces dio mordida","","No","Sí, especifique cuántas veces dio mordida","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"121",120,118,"Q41.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"122",121,119,"Q42","En total, cuanto dinero dio en sobornos por ESTACIONÓMETROS","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"123",122,120,"Q43","Durante 2024, ¿realizó trámite de SERVICIOS PÚBLICOS (LIMPIA, LUZ, PARQUES)?","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántos trámites","","No","Sí, especifique cuántos trámites","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"124",123,121,"Q43.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"125",124,122,"Q44","Durante 2024, ¿dio mordida o soborno para realizar el trámite? SERVICIOS PÚBLICOS (LIMPIA, LUZ, PARQUES)","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces dio mordida","","No","Sí, especifique cuántas veces dio mordida","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"126",125,123,"Q44.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"127",126,124,"Q45","En total, cuanto dinero dio en sobornos por SERVICIOS PÚBLICOS (LIMPIA, LUZ, PARQUES)","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"128",127,125,"Q46","Durante 2024, ¿realizó trámite de PERMISO DE CONSTRUCCIÓN?","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántos trámites","","No","Sí, especifique cuántos trámites","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"129",128,126,"Q46.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"130",129,127,"Q47","Durante 2024, ¿dio mordida o soborno para realizar el trámite? PERMISO DE CONSTRUCCIÓN","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces dio mordida","","No","Sí, especifique cuántas veces dio mordida","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"131",130,128,"Q47.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"132",131,129,"Q48","En total, cuanto dinero dio en sobornos por PERMISO DE CONSTRUCCIÓN","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"133",132,130,"Q49","Durante 2024, ¿realizó Trámites/ denuncias por delitos ambientales? DIRECCIÓN DE ECOLOGÍA","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántos trámites","","No","Sí, especifique cuántos trámites","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"134",133,131,"Q49.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"135",134,132,"Q50","Durante 2024, ¿dio mordida o soborno para realizar Trámites/ denuncias por delitos ambientales? DIRECCIÓN DE ECOLOGÍA","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántos trámites","","No","Sí, especifique cuántos trámites","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"136",135,133,"Q50.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"137",136,134,"Q51","En total, cuanto dinero dio en sobornos por tramites/ multas medioambientales en DIRECCIÓN DE ECOLOGÍA","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"138",137,135,"Q52","Durante 2024, ¿realizó OTROS TRÁMITES MUNICIPALES?","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántos trámites","","No","Sí, especifique cuántos trámites","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"139",138,136,"Q52.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"140",139,137,"Q53","¿Cuál es el o los otros trámites municipales que realizó? (Escriba nombre de los trámites municipales).","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Governance & Civic Engagement","Public Integrity",NA
"141",140,138,"Q54","Durante 2024, ¿dio mordida o soborno para realizar el trámite? OTROS TRÁMITES MUNICIPALES","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces dio mordida","","No","Sí, especifique cuántas veces dio mordida","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"142",141,139,"Q54.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"143",142,140,"Q55","En total, cuanto dinero dio en sobornos por estos OTROS TRÁMITES MUNICIPALES","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"144",143,141,"Q56","Durante 2024, ¿realizó por lo menos 1 trámite ante gobierno estatal? (LICENCIA DE CONDUCIR, REGISTRO DE LA PROPIEDAD, PERMISO DE GOBERNACIÓN, IMPUESTO SOBRE NÓMINAS, RECAUDACIÓN DE RENTAS, SERVICIOS EDUCATIVOS, JMAS, OTRO TRÁMITE ESTATAL)","Escala 1-2",TRUE,"1=Sí realizó por lo menos 1 trámite ante gobierno estatal;2=No realizó trámites estatales","","Sí realizó por lo menos 1 trámite ante gobierno estatal","No realizó trámites estatales","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
